user_id,activity_level,home_type,grooming_preference,time_available,experience_level,preferred_dog_size,PetName,min_height,max_height,min_weight,max_weight,grooming_frequency_value,shedding_value,energy_level_value,trainability_value,demeanor_value,avg_weight,avg_height,avg_weight_z,avg_height_z,match_score
21,Low,Rural,High,Limited,Experienced,Medium,American Water Spaniel,38.1,45.72,11.33980925,20.41165665,0.6,0.2,0.6,1.0,0.8,15.87573295,41.91,-0.4337839183206645,-0.4429682341461175,7.6
22,Low,Small Apartment,High,Part-time,Experienced,Small,Bolognese,25.4,30.48,2.4947580350000003,4.082331330000001,0.6,0.2,0.4,0.6,0.8,3.2885446825000004,27.94,-1.2469789135143194,-1.3858422889440352,8.8
23,Very Low,House,Very High,Full-time,Experienced,Small,Bichon Frise,24.13,29.21,5.4431084400000005,8.164662660000001,1.0,0.2,0.6,0.6,1.0,6.80388555,26.67,-1.0198704013431183,-1.471558112107482,8.8
24,Moderate,House,Medium,Full-time,Experienced,Medium,American Water Spaniel,38.1,45.72,11.33980925,20.41165665,0.6,0.2,0.6,1.0,0.8,15.87573295,41.91,-0.4337839183206645,-0.4429682341461175,8.0
25,Very Low,House,Low,Part-time,First-time owner,Medium,Cavalier King Charles Spaniel,30.48,33.02,5.8967008100000005,8.164662660000001,0.4,0.4,0.4,1.0,0.8,7.030681735000001,31.75,-1.005218239267557,-1.128694819453694,8.0
26,Very Low,Rural,Medium,Minimal,Experienced,Large,Newfoundland,66.04,71.12,45.359237,68.0388555,0.4,0.6,0.6,0.8,0.8,56.69904625,68.58000000000001,2.2036052552803778,1.3570640522862718,8.1
27,Very High,Small Apartment,Very Low,Part-time,Expert,Small,Bolognese,25.4,30.48,2.4947580350000003,4.082331330000001,0.6,0.2,0.4,0.6,0.8,3.2885446825000004,27.94,-1.2469789135143194,-1.3858422889440352,8.0
28,Very Low,Large Apartment,Medium,Limited,First-time owner,Small,Havanese,21.59,29.21,3.17514659,5.8967008100000005,0.6,0.4,0.6,0.8,1.0,4.535923700000001,25.4,-1.1663920220987318,-1.557273935270929,8.8
29,Very Low,Small Apartment,High,Limited,Experienced,Small,Bolognese,25.4,30.48,2.4947580350000003,4.082331330000001,0.6,0.2,0.4,0.6,0.8,3.2885446825000004,27.94,-1.2469789135143194,-1.3858422889440352,8.8
30,Moderate,Rural,Low,Limited,Experienced,Large,Newfoundland,66.04,71.12,45.359237,68.0388555,0.4,0.6,0.6,0.8,0.8,56.69904625,68.58000000000001,2.2036052552803778,1.3570640522862718,9.0
31,High,Rural,Low,Full-time,First-time owner,Large,Newfoundland,66.04,71.12,45.359237,68.0388555,0.4,0.6,0.6,0.8,0.8,56.69904625,68.58000000000001,2.2036052552803778,1.3570640522862718,8.8
32,Low,Rural,High,Full-time,Experienced,Medium,Cocker Spaniel,34.29,39.37,9.0718474,13.6077711,0.8,0.4,0.6,1.0,1.0,11.33980925,36.83,-0.7268271598318915,-0.7858315267999056,7.8
33,Very High,Small Apartment,Low,Part-time,First-time owner,Small,Bolognese,25.4,30.48,2.4947580350000003,4.082331330000001,0.6,0.2,0.4,0.6,0.8,3.2885446825000004,27.94,-1.2469789135143194,-1.3858422889440352,7.2
34,High,House,Medium,Part-time,Expert,Large,Great Dane,71.12,81.28,49.895160700000005,79.37866475,0.2,0.6,0.8,0.6,0.6,64.636912725,76.2,2.7164309279250256,1.8713589912669533,8.6
35,Low,Small Apartment,Low,Limited,First-time owner,Small,Bolognese,25.4,30.48,2.4947580350000003,4.082331330000001,0.6,0.2,0.4,0.6,0.8,3.2885446825000004,27.94,-1.2469789135143194,-1.3858422889440352,7.8
36,Very Low,Small Apartment,High,Minimal,Expert,Small,Bolognese,25.4,30.48,2.4947580350000003,4.082331330000001,0.6,0.2,0.4,0.6,0.8,3.2885446825000004,27.94,-1.2469789135143194,-1.3858422889440352,8.3
37,Very Low,Small Apartment,High,Minimal,First-time owner,Small,Bolognese,25.4,30.48,2.4947580350000003,4.082331330000001,0.6,0.2,0.4,0.6,0.8,3.2885446825000004,27.94,-1.2469789135143194,-1.3858422889440352,7.3
38,Moderate,House,Very Low,Part-time,Experienced,Small,Cairn Terrier,24.13,25.4,5.8967008100000005,6.35029318,0.4,0.4,0.6,0.6,0.8,6.123496995,24.765,-1.0638268875698025,-1.6001318468526526,8.8
39,Low,Rural,Medium,Part-time,First-time owner,Large,Leonberger,64.77,80.01,40.8233133,77.1107029,0.8,0.8,0.6,1.0,0.8,58.9670081,72.39,2.350126876035992,1.6142115217766122,8.6
40,High,House,Medium,Full-time,Experienced,Large,Great Dane,71.12,81.28,49.895160700000005,79.37866475,0.2,0.6,0.8,0.6,0.6,64.636912725,76.2,2.7164309279250256,1.8713589912669533,8.6
41,Low,House,Medium,Full-time,Expert,Medium,Old English Sheepdog,53.34,55.88,27.2155422,45.359237,0.6,0.6,0.6,0.4,0.6,36.2873896,54.61,0.8849106684798567,0.4141899974883533,8.8
42,Very Low,Rural,Very High,Minimal,First-time owner,Medium,Cavalier King Charles Spaniel,30.48,33.02,5.8967008100000005,8.164662660000001,0.4,0.4,0.4,1.0,0.8,7.030681735000001,31.75,-1.005218239267557,-1.128694819453694,7.4
43,High,House,High,Full-time,First-time owner,Medium,Cocker Spaniel,34.29,39.37,9.0718474,13.6077711,0.8,0.4,0.6,1.0,1.0,11.33980925,36.83,-0.7268271598318915,-0.7858315267999056,7.8
44,Low,Rural,High,Full-time,First-time owner,Medium,Cocker Spaniel,34.29,39.37,9.0718474,13.6077711,0.8,0.4,0.6,1.0,1.0,11.33980925,36.83,-0.7268271598318915,-0.7858315267999056,7.8
45,High,Rural,High,Part-time,First-time owner,Large,Leonberger,64.77,80.01,40.8233133,77.1107029,0.8,0.8,0.6,1.0,0.8,58.9670081,72.39,2.350126876035992,1.6142115217766122,8.8
46,High,Small Apartment,High,Full-time,First-time owner,Small,Poodle (Toy),25.4,25.4,1.81436948,2.72155422,1.0,0.2,0.6,1.0,0.8,2.26796185,25.4,-1.3129136428543455,-1.557273935270929,7.6
47,Very Low,Rural,Low,Limited,Expert,Medium,Clumber Spaniel,43.18,50.8,24.947580350000003,38.55535145,0.4,0.8,0.6,0.6,0.4,31.751465900000003,46.99,0.59186742696863,-0.1001049414923294,8.8
48,Low,Rural,Low,Full-time,Experienced,Medium,Cavalier King Charles Spaniel,30.48,33.02,5.8967008100000005,8.164662660000001,0.4,0.4,0.4,1.0,0.8,7.030681735000001,31.75,-1.005218239267557,-1.128694819453694,8.0
49,Moderate,Rural,High,Limited,Experienced,Large,Newfoundland,66.04,71.12,45.359237,68.0388555,0.4,0.6,0.6,0.8,0.8,56.69904625,68.58000000000001,2.2036052552803778,1.3570640522862718,8.6
50,Very High,Large Apartment,Medium,Part-time,First-time owner,Medium,American Water Spaniel,38.1,45.72,11.33980925,20.41165665,0.6,0.2,0.6,1.0,0.8,15.87573295,41.91,-0.4337839183206645,-0.4429682341461175,7.6
51,Moderate,House,High,Limited,First-time owner,Large,Newfoundland,66.04,71.12,45.359237,68.0388555,0.4,0.6,0.6,0.8,0.8,56.69904625,68.58000000000001,2.2036052552803778,1.3570640522862718,8.6
52,Very High,Small Apartment,Medium,Part-time,Experienced,Small,Bolognese,25.4,30.48,2.4947580350000003,4.082331330000001,0.6,0.2,0.4,0.6,0.8,3.2885446825000004,27.94,-1.2469789135143194,-1.3858422889440352,8.4
53,Low,Rural,High,Minimal,First-time owner,Large,Newfoundland,66.04,71.12,45.359237,68.0388555,0.4,0.6,0.6,0.8,0.8,56.69904625,68.58000000000001,2.2036052552803778,1.3570640522862718,7.9
54,Moderate,Small Apartment,Medium,Limited,First-time owner,Small,Bolognese,25.4,30.48,2.4947580350000003,4.082331330000001,0.6,0.2,0.4,0.6,0.8,3.2885446825000004,27.94,-1.2469789135143194,-1.3858422889440352,7.8
55,Moderate,Rural,Medium,Full-time,Experienced,Medium,American Water Spaniel,38.1,45.72,11.33980925,20.41165665,0.6,0.2,0.6,1.0,0.8,15.87573295,41.91,-0.4337839183206645,-0.4429682341461175,8.0
56,Moderate,Rural,Low,Part-time,First-time owner,Medium,Border Terrier,30.48,38.1,5.216312255,7.030681735,0.4,0.4,0.6,0.8,0.8,6.123496995,34.29,-1.0638268875698025,-0.9572631731267998,8.0
57,Very Low,Small Apartment,Very Low,Minimal,Expert,Small,Bolognese,25.4,30.48,2.4947580350000003,4.082331330000001,0.6,0.2,0.4,0.6,0.8,3.2885446825000004,27.94,-1.2469789135143194,-1.3858422889440352,8.1
58,Very Low,House,Low,Minimal,Experienced,Medium,Cavalier King Charles Spaniel,30.48,33.02,5.8967008100000005,8.164662660000001,0.4,0.4,0.4,1.0,0.8,7.030681735000001,31.75,-1.005218239267557,-1.128694819453694,8.0
59,Very Low,Rural,Medium,Minimal,Expert,Medium,Clumber Spaniel,43.18,50.8,24.947580350000003,38.55535145,0.4,0.8,0.6,0.6,0.4,31.751465900000003,46.99,0.59186742696863,-0.1001049414923294,8.1
60,Low,Small Apartment,Very High,Limited,First-time owner,Small,Bolognese,25.4,30.48,2.4947580350000003,4.082331330000001,0.6,0.2,0.4,0.6,0.8,3.2885446825000004,27.94,-1.2469789135143194,-1.3858422889440352,7.6
61,Low,House,Medium,Limited,Expert,Large,Boerboel,55.88,68.58,68.0388555,90.718474,0.2,0.4,0.4,0.6,0.4,79.37866475,62.23,3.668821462836513,0.928484936469036,8.6
62,Very High,House,Very High,Full-time,Experienced,Medium,Akita,60.96,71.12,31.751465900000003,58.9670081,0.8,0.6,0.8,1.0,0.6,45.359237,66.04,1.4709971515023108,1.1856324059593772,7.6
63,Low,Small Apartment,Very High,Full-time,Experienced,Small,Bolognese,25.4,30.48,2.4947580350000003,4.082331330000001,0.6,0.2,0.4,0.6,0.8,3.2885446825000004,27.94,-1.2469789135143194,-1.3858422889440352,8.6
64,Very Low,House,High,Limited,Expert,Small,Bolognese,25.4,30.48,2.4947580350000003,4.082331330000001,0.6,0.2,0.4,0.6,0.8,3.2885446825000004,27.94,-1.2469789135143194,-1.3858422889440352,8.8
65,Low,Rural,Medium,Full-time,First-time owner,Large,Leonberger,64.77,80.01,40.8233133,77.1107029,0.8,0.8,0.6,1.0,0.8,58.9670081,72.39,2.350126876035992,1.6142115217766122,8.6
66,Very Low,Small Apartment,High,Full-time,Expert,Small,Bolognese,25.4,30.48,2.4947580350000003,4.082331330000001,0.6,0.2,0.4,0.6,0.8,3.2885446825000004,27.94,-1.2469789135143194,-1.3858422889440352,8.8
67,Low,Rural,Low,Limited,First-time owner,Large,Newfoundland,66.04,71.12,45.359237,68.0388555,0.4,0.6,0.6,0.8,0.8,56.69904625,68.58000000000001,2.2036052552803778,1.3570640522862718,8.8
68,Low,House,Medium,Minimal,Expert,Medium,Lapponian Herder,45.72,50.8,31.751465900000003,31.751465900000003,0.4,0.6,0.6,1.0,0.4,31.751465900000003,48.26,0.59186742696863,-0.0143891183288821,8.1
69,Low,House,Very Low,Minimal,First-time owner,Small,Lancashire Heeler,25.4,30.48,4.082331330000001,7.71107029,0.2,0.6,0.8,0.8,0.8,5.8967008100000005,27.94,-1.0784790496453638,-1.3858422889440352,8.1
70,Low,House,Very Low,Full-time,Expert,Small,Chihuahua,12.7,20.32,2.72155422,2.72155422,0.2,0.4,0.6,0.4,0.6,2.72155422,16.509999999999998,-1.2836093187032225,-2.157284697415059,8.8
71,High,Small Apartment,High,Part-time,Experienced,Small,Bolognese,25.4,30.48,2.4947580350000003,4.082331330000001,0.6,0.2,0.4,0.6,0.8,3.2885446825000004,27.94,-1.2469789135143194,-1.3858422889440352,8.4
72,Moderate,Rural,Very Low,Limited,Expert,Large,Mastiff,69.85,76.2,54.4310844,104.3262451,0.2,0.4,0.6,0.6,0.6,79.37866475,73.025,3.668821462836513,1.657069433358336,9.0
73,Low,Rural,High,Limited,First-time owner,Large,Newfoundland,66.04,71.12,45.359237,68.0388555,0.4,0.6,0.6,0.8,0.8,56.69904625,68.58000000000001,2.2036052552803778,1.3570640522862718,8.4
74,Moderate,Small Apartment,Very Low,Limited,First-time owner,Small,Bolognese,25.4,30.48,2.4947580350000003,4.082331330000001,0.6,0.2,0.4,0.6,0.8,3.2885446825000004,27.94,-1.2469789135143194,-1.3858422889440352,7.4
75,Low,Small Apartment,Very High,Part-time,First-time owner,Small,Bolognese,25.4,30.48,2.4947580350000003,4.082331330000001,0.6,0.2,0.4,0.6,0.8,3.2885446825000004,27.94,-1.2469789135143194,-1.3858422889440352,7.6
76,Very Low,House,Low,Limited,Expert,Large,Boerboel,55.88,68.58,68.0388555,90.718474,0.2,0.4,0.4,0.6,0.4,79.37866475,62.23,3.668821462836513,0.928484936469036,8.8
77,Moderate,Large Apartment,Medium,Full-time,Expert,Small,Havanese,21.59,29.21,3.17514659,5.8967008100000005,0.6,0.4,0.6,0.8,1.0,4.535923700000001,25.4,-1.1663920220987318,-1.557273935270929,9.0
78,Very High,Small Apartment,Medium,Part-time,First-time owner,Small,Bolognese,25.4,30.48,2.4947580350000003,4.082331330000001,0.6,0.2,0.4,0.6,0.8,3.2885446825000004,27.94,-1.2469789135143194,-1.3858422889440352,7.4
79,High,Small Apartment,Low,Full-time,Experienced,Small,Bolognese,25.4,30.48,2.4947580350000003,4.082331330000001,0.6,0.2,0.4,0.6,0.8,3.2885446825000004,27.94,-1.2469789135143194,-1.3858422889440352,8.4
80,Very High,Large Apartment,Very High,Part-time,Experienced,Medium,Cocker Spaniel,34.29,39.37,9.0718474,13.6077711,0.8,0.4,0.6,1.0,1.0,11.33980925,36.83,-0.7268271598318915,-0.7858315267999056,7.4
81,Very Low,Rural,Low,Part-time,First-time owner,Large,Newfoundland,66.04,71.12,45.359237,68.0388555,0.4,0.6,0.6,0.8,0.8,56.69904625,68.58000000000001,2.2036052552803778,1.3570640522862718,8.8
82,Very Low,House,Medium,Limited,Experienced,Large,Newfoundland,66.04,71.12,45.359237,68.0388555,0.4,0.6,0.6,0.8,0.8,56.69904625,68.58000000000001,2.2036052552803778,1.3570640522862718,8.6
83,Low,House,Low,Minimal,First-time owner,Medium,Cavalier King Charles Spaniel,30.48,33.02,5.8967008100000005,8.164662660000001,0.4,0.4,0.4,1.0,0.8,7.030681735000001,31.75,-1.005218239267557,-1.128694819453694,8.0
84,Very High,Rural,Very High,Full-time,Expert,Large,Leonberger,64.77,80.01,40.8233133,77.1107029,0.8,0.8,0.6,1.0,0.8,58.9670081,72.39,2.350126876035992,1.6142115217766122,8.4
85,High,Small Apartment,Low,Full-time,First-time owner,Small,Bolognese,25.4,30.48,2.4947580350000003,4.082331330000001,0.6,0.2,0.4,0.6,0.8,3.2885446825000004,27.94,-1.2469789135143194,-1.3858422889440352,7.4
86,Low,House,Medium,Full-time,Expert,Medium,Old English Sheepdog,53.34,55.88,27.2155422,45.359237,0.6,0.6,0.6,0.4,0.6,36.2873896,54.61,0.8849106684798567,0.4141899974883533,8.8
87,Moderate,Small Apartment,Very Low,Full-time,Experienced,Small,Bolognese,25.4,30.48,2.4947580350000003,4.082331330000001,0.6,0.2,0.4,0.6,0.8,3.2885446825000004,27.94,-1.2469789135143194,-1.3858422889440352,8.4
88,Very Low,Large Apartment,Low,Limited,Experienced,Small,Bolognese,25.4,30.48,2.4947580350000003,4.082331330000001,0.6,0.2,0.4,0.6,0.8,3.2885446825000004,27.94,-1.2469789135143194,-1.3858422889440352,8.8
89,Low,Small Apartment,Very High,Minimal,Experienced,Small,Bolognese,25.4,30.48,2.4947580350000003,4.082331330000001,0.6,0.2,0.4,0.6,0.8,3.2885446825000004,27.94,-1.2469789135143194,-1.3858422889440352,8.1
90,Moderate,Small Apartment,Low,Part-time,Experienced,Small,Bolognese,25.4,30.48,2.4947580350000003,4.082331330000001,0.6,0.2,0.4,0.6,0.8,3.2885446825000004,27.94,-1.2469789135143194,-1.3858422889440352,8.6
91,Low,Small Apartment,Medium,Minimal,Expert,Small,Bolognese,25.4,30.48,2.4947580350000003,4.082331330000001,0.6,0.2,0.4,0.6,0.8,3.2885446825000004,27.94,-1.2469789135143194,-1.3858422889440352,8.5
92,High,House,Very Low,Full-time,Expert,Small,Lancashire Heeler,25.4,30.48,4.082331330000001,7.71107029,0.2,0.6,0.8,0.8,0.8,5.8967008100000005,27.94,-1.0784790496453638,-1.3858422889440352,9.0
93,Very Low,Small Apartment,Very Low,Minimal,Experienced,Small,Bolognese,25.4,30.48,2.4947580350000003,4.082331330000001,0.6,0.2,0.4,0.6,0.8,3.2885446825000004,27.94,-1.2469789135143194,-1.3858422889440352,8.1
94,Low,House,Low,Limited,Expert,Small,Tibetan Spaniel,25.4,25.4,4.082331330000001,6.80388555,0.4,0.6,0.4,0.6,0.6,5.4431084400000005,25.4,-1.1077833737964866,-1.557273935270929,9.0
95,Moderate,Small Apartment,High,Full-time,Expert,Small,Bolognese,25.4,30.48,2.4947580350000003,4.082331330000001,0.6,0.2,0.4,0.6,0.8,3.2885446825000004,27.94,-1.2469789135143194,-1.3858422889440352,8.6
96,Low,Small Apartment,Very High,Minimal,Expert,Small,Bolognese,25.4,30.48,2.4947580350000003,4.082331330000001,0.6,0.2,0.4,0.6,0.8,3.2885446825000004,27.94,-1.2469789135143194,-1.3858422889440352,8.1
97,Low,House,High,Minimal,Experienced,Small,Tibetan Spaniel,25.4,25.4,4.082331330000001,6.80388555,0.4,0.6,0.4,0.6,0.6,5.4431084400000005,25.4,-1.1077833737964866,-1.557273935270929,8.6
98,Low,Rural,High,Full-time,Experienced,Medium,Cocker Spaniel,34.29,39.37,9.0718474,13.6077711,0.8,0.4,0.6,1.0,1.0,11.33980925,36.83,-0.7268271598318915,-0.7858315267999056,7.8
99,Moderate,Rural,Low,Full-time,First-time owner,Medium,Border Terrier,30.48,38.1,5.216312255,7.030681735,0.4,0.4,0.6,0.8,0.8,6.123496995,34.29,-1.0638268875698025,-0.9572631731267998,8.0
100,Moderate,Small Apartment,Very Low,Limited,Expert,Small,Bolognese,25.4,30.48,2.4947580350000003,4.082331330000001,0.6,0.2,0.4,0.6,0.8,3.2885446825000004,27.94,-1.2469789135143194,-1.3858422889440352,8.4
101,Low,House,Medium,Limited,Experienced,Small,Bolognese,25.4,30.48,2.4947580350000003,4.082331330000001,0.6,0.2,0.4,0.6,0.8,3.2885446825000004,27.94,-1.2469789135143194,-1.3858422889440352,9.0
102,Moderate,Rural,Very High,Full-time,Experienced,Medium,Miniature Schnauzer,30.48,35.56,4.9895160700000005,9.0718474,1.0,0.2,0.6,1.0,0.6,7.030681735,33.02,-1.005218239267557,-1.0429789962902465,8.0
103,Very Low,Small Apartment,Low,Full-time,Experienced,Small,Bolognese,25.4,30.48,2.4947580350000003,4.082331330000001,0.6,0.2,0.4,0.6,0.8,3.2885446825000004,27.94,-1.2469789135143194,-1.3858422889440352,8.8
104,Very Low,House,Very High,Minimal,Experienced,Large,Newfoundland,66.04,71.12,45.359237,68.0388555,0.4,0.6,0.6,0.8,0.8,56.69904625,68.58000000000001,2.2036052552803778,1.3570640522862718,7.7
105,Moderate,Rural,Very High,Part-time,Experienced,Large,Leonberger,64.77,80.01,40.8233133,77.1107029,0.8,0.8,0.6,1.0,0.8,58.9670081,72.39,2.350126876035992,1.6142115217766122,8.8
106,Low,Large Apartment,High,Minimal,Expert,Medium,Hanoverian Scenthound,48.26,53.34,35.83379723,44.905644630000005,0.2,0.2,0.6,0.4,0.4,40.36972093,50.8,1.148649585839961,0.1570425279980119,7.7
107,Moderate,Small Apartment,High,Full-time,First-time owner,Small,Poodle (Toy),25.4,25.4,1.81436948,2.72155422,1.0,0.2,0.6,1.0,0.8,2.26796185,25.4,-1.3129136428543455,-1.557273935270929,7.8
108,Moderate,House,Very Low,Full-time,Expert,Small,Chihuahua,12.7,20.32,2.72155422,2.72155422,0.2,0.4,0.6,0.4,0.6,2.72155422,16.509999999999998,-1.2836093187032225,-2.157284697415059,9.0
109,High,Rural,Medium,Full-time,First-time owner,Medium,American Eskimo Dog,22.86,48.26,2.72155422,15.875732950000002,0.4,0.6,0.8,1.0,1.0,9.298643585,35.56,-0.8586966185119436,-0.8715473499633525,7.8
110,High,Rural,High,Full-time,First-time owner,Large,Leonberger,64.77,80.01,40.8233133,77.1107029,0.8,0.8,0.6,1.0,0.8,58.9670081,72.39,2.350126876035992,1.6142115217766122,8.8
111,Very Low,Small Apartment,High,Limited,First-time owner,Small,Bolognese,25.4,30.48,2.4947580350000003,4.082331330000001,0.6,0.2,0.4,0.6,0.8,3.2885446825000004,27.94,-1.2469789135143194,-1.3858422889440352,7.8
112,Very High,Small Apartment,Very High,Full-time,Experienced,Small,Bolognese,25.4,30.48,2.4947580350000003,4.082331330000001,0.6,0.2,0.4,0.6,0.8,3.2885446825000004,27.94,-1.2469789135143194,-1.3858422889440352,8.0
113,Moderate,House,High,Full-time,Expert,Small,Coton de Tulear,22.86,27.94,3.62873896,6.80388555,0.8,0.4,0.6,0.8,1.0,5.216312255,25.4,-1.122435535872048,-1.557273935270929,9.0
114,Very High,Large Apartment,Very Low,Full-time,First-time owner,Medium,Border Terrier,30.48,38.1,5.216312255,7.030681735,0.4,0.4,0.6,0.8,0.8,6.123496995,34.29,-1.0638268875698025,-0.9572631731267998,7.4
115,Low,Rural,Medium,Full-time,First-time owner,Large,Leonberger,64.77,80.01,40.8233133,77.1107029,0.8,0.8,0.6,1.0,0.8,58.9670081,72.39,2.350126876035992,1.6142115217766122,8.6
116,Very Low,Small Apartment,Very High,Limited,Expert,Small,Bolognese,25.4,30.48,2.4947580350000003,4.082331330000001,0.6,0.2,0.4,0.6,0.8,3.2885446825000004,27.94,-1.2469789135143194,-1.3858422889440352,8.6
117,Moderate,House,High,Full-time,Expert,Large,Neapolitan Mastiff,60.96,78.74,49.895160700000005,68.0388555,0.4,0.6,0.6,0.2,0.2,58.9670081,69.85,2.350126876035992,1.4427798754497176,8.6
118,Very Low,House,Very High,Limited,Experienced,Small,Bolognese,25.4,30.48,2.4947580350000003,4.082331330000001,0.6,0.2,0.4,0.6,0.8,3.2885446825000004,27.94,-1.2469789135143194,-1.3858422889440352,8.6
119,High,Small Apartment,High,Part-time,Expert,Small,Bolognese,25.4,30.48,2.4947580350000003,4.082331330000001,0.6,0.2,0.4,0.6,0.8,3.2885446825000004,27.94,-1.2469789135143194,-1.3858422889440352,8.4
120,Very Low,Large Apartment,Very Low,Minimal,Experienced,Small,Bolognese,25.4,30.48,2.4947580350000003,4.082331330000001,0.6,0.2,0.4,0.6,0.8,3.2885446825000004,27.94,-1.2469789135143194,-1.3858422889440352,8.1
121,High,Rural,Medium,Part-time,Expert,Large,Caucasian Shepherd Dog,58.42,76.2,44.905644630000005,77.1107029,0.6,0.8,0.4,0.4,0.2,61.00817376500001,67.31,2.4819963347160443,1.271348229122824,8.6
122,Low,Large Apartment,Low,Limited,Experienced,Medium,Cavalier King Charles Spaniel,30.48,33.02,5.8967008100000005,8.164662660000001,0.4,0.4,0.4,1.0,0.8,7.030681735000001,31.75,-1.005218239267557,-1.128694819453694,8.0
